,Country,Date,Buyer,Seller,Location,Property type,Property type 2 (use drop-down menu),Main use (if Mixed use),Use (if Development/Building rights),Comment (if Redevelopment),Comment (if Other),"Price, MDKK","Area, m2","Price, DKK/m2",Comments,Comments from meeting,BRE received,BRE reviewed,BRE bid,Broker,Source,,,,,,
,Denmark,2025-08-21,DWS,"CCP 5 LL, Keystone Investment Management",Brøndby,Residential,,,,,,600,"17,241","34,801","Property built in 2022, located 10 km outside of Copenhagen. The asset comprises 215 apartments and townhouses. Traded at 4.4%",,,,,CBRE,DWS köper 215 bostäder i Storköpenhamn | Fastighetsvärlden,,,,,,
,Denmark,2025-08-25,Hans Lorenzen,Rains,Aarhus,"Logistics, Office",,,,,,205,"12,000","17,083","Sale and lease-back of Rains' newly built office and warehouse property in northern Aarhus. The 12,000 sqm is split equally between office and storage facilities",,,,,,Paying over 200 million: Private buyer grabs new headquarters for rainwear company,,,,,,
,Denmark,2025-08-21,LIWA Ejendomme,Kronaeborg Ejendomsselskab,Hvidovre,Industrial,,,,,,40,"5,968","6,702","Industrial property on Avedøreholmen, Hvidovre, built in 1986",,,,,JLL,"Avedøreholmen 86A, 2650 Hvidovre - Find seneste ejer | Resights",,,,,,
,Denmark,2025-08-20,LIWA Ejendomme,Capscan,Glostrup,Logistics,,,,,,76,"10,468","7,270",Property located in Glostrup built in 1966,,,,,,Alma and Rubik Properties expand their industrial and logistics portfolio in Greater Copenhagen | Nordic Property News,,,,,,
,Denmark,2025-08-12,ROC Invest,Centrica Energy Trading,Aalborg,Office,,,,,,103,"10,000","10,300","Acquisition of a 30-year old office property, which was renovated in 2016. The property is located southwest of the city centre in Aalborg and was acquired by the local investor and developer Ronnie Stern Christensen (ROC Invest). The property functions as part of the seller's office",,,,,,North Jutland developer buys commercial complex for more than DKK 100 million.,,,,,,
,Denmark,2025-08-12,Thylander,1927 Estate,Skovlunde,Residential,,,,,,469,-,-,"Thylander acquires the project Skovlunde Byhave, west of Copenhagen. The project was completed in 2024, and constists of 106 apartments and 62 terraced houses. The property is DGNB Gold-certified. The project was bought by Invesco in 2021 in a forward-purchase, but the agreement was terminated after the contractor went bankrupt",,,,,,Thylander overtager 168 københavnske boliger fra Aarhus-udvikler,,,,,,
,Denmark,2025-07-28,NTR Holding,-,Ballerup,Mixed use,,,,,,-,"18,332",-,"The listed real estate company NTR Holding, which has Copenhagen Capital as its main owner, is buying a multi-use property of 18,332 sqm in Måløv. The property consists of office and warehouse facilities with a 96% occupancy rate",,,,,,Copenhagen Capital company buys property worth DKK 120 million.,,,,,,
,Denmark,2025-07-22,Macquire,Basestack Living,Copenhagen,Residential,,,,,,-,-,-,"The Australian asset manager Macquire has acquired the British company Basestack Living, which owns 450 student apartments in Njalsgade in Copenhagen. The apartments were completed in 2022",,,,,,Australian asset manager takes over 450 student housing units in Copenhagen,,,,,,
,Denmark,2025-07-18,Cibus,-,"Zealand, Jutland",Retail,,,,,,-,"9,100",-,"Portfolio of seven properties valued at EUR 22.3M. Six of the properties are located on Zealand and one in Jutland with a total area of 9,100 sqm. The properties are fully leased to the grocery chains Sailing Group, Coop Denmark, and Rema 1000. The seller was a group of private investors",,,,,,Swedish investor continues expansion with three-digit million acquisition,,,,,,
,Denmark,2025-07-11,Gentofte-Frederiksberg Ejendomsselskab,-,Rødovre,Residential,,,,,,125,-,-,A family-owned property company acquires a residential property in Greater Copenhagen. The buyer intends to operate the property with a high level of service and develop the property in collaboration with the tenants,,,,,,Family-owned real estate company buys property in Rødovre for DKK 125 million.,,,,,,
,Denmark,2025-07-09,Kirkbi (Lego Group),Zinck Capital,Billund,Industrial,,,,,,90,"15,000","6,000","The Jutland-based real estate investor couple Mogens Poul Zinck and Sussie Zinck have sold a commercial property in Billund, where the clothing brand Zizzi is also headquartered, back to the Lego Group after 18 years. The property is located just a few minutes from Lego's headquarters",,,,,,Jutland investor couple sells commercial property back to Lego family,,,,,,
,Denmark,2025-07-08,Storebrand Nordic Real Estate Fund,PBU,Copenhagen,Residential,,,,,,-,-,-,PBU is selling 160 homes in Copenhagen (Tojhus Have and bygmester Have). The valuation of the properties is over DKK 400M,,,,,,Nordic billionaire manager buys three-digit number of Copenhagen homes,,,,,,
,Denmark,2025-07-07,Slate Asset Management,NREP,Copenhagen,Mixed use,,,,,,-,-,-,"NREP and StepStone Real Estate have divested five grocery retail properties in Greater Copenhagen, and two residential properties. All properties are located in residential areas (Holte Midtpunkt, Lyngby Stationscenter, Frihedens Butikscenter, Vallensbæk Stationstorv Syd och Taastrup Torv). This is Slate Asset Management's first acquisitions in Denmark",,,,,,Nrep säljer livsmedelshus till Slate i Köpenhamn | Fastighetsvärlden,,,,,,
,Denmark,2025-07-02,Droob,NPV,Copenhagen,Office,,,,,,-,"1,951",-,"NPV is selling Parhuset in Engolmene near Sydhavn to the Esbjerg business family and property investor Droob. It's a 1,951 sqm office building with a restaurant on the ground floor, built in the 1910s and renovated in 2022. Price was not disclosed, the valuation was just over DKK 122M end of 2023",,,,,Colliers,NPV sælger historisk københavnerbygning til vestjysk erhvervsfamilie,,,,,,
,Denmark,2025-07-02,Lindu,Jeudan,Brøndby,Logistics,,,,,,144,"21,787","6,586",Off-market acquisition of a last-mile logistics property at a blended initial yield of 6.8%,,,,,,Foreign comeback investor buys logistics from Jeudan,,,,,,
,Denmark,2025-07-02,Thylander,-,Taastrup,Residential,,,,,,-,"17,330",-,"Two residential properties in the central Høje Taastrup area. The seller is an unnamed international investor. The book values of the buildings Q4 2024, were DKK 514M. The buildings were completed 1.5 years ago and contain 202 apartments and commercial premises of 1,300 sqm",,,,,Colliers,"Thylander accelerates: Buys over 17,000 sqm of homes near the capital",,,,,,
,Denmark,2025-07-01,Caisse des Dépôts,Koncenton,Copenhagen,Residential,,,,,,-,"8,600",-,"A French investor makes their second acquisition in Denmark, by acquiring a more than 100-year-old property with 68 homes in central Copenhagen. The property was converted from commercial to residential in 2017 and is located in the neighbourhood between Tivoli and Kalvebod Brygge",,,,,,Koncenton sælger boliger til fransk køber til værdi af knap en halv milliard,,,,,,
,Denmark,2025-07-01,Thylander,-,Glostrup,Residential,,,,,,-,"16,300",-,"Residential project with over 16,300 sqm and 200 homes. The project has been part of a public tender",,,,,,Thylander føjer omfattende boligprojekt til storkøbenhavnsk fondsportefølje,,,,,,
,Denmark,2025-07-01,Pensam,Fredensborg,Rødovre,Residential,,,,,,-,"6,960",-,"Newly built residential asset ""Anemonehuset"" in Rødovre. All 78 units are rented out and has a total leasable area of 6,960 sqm",,,,,,Pensam adds new rental property with 78 homes to its growing portfolio,,,,,,
,Denmark,2025-06-30,"Nrep, MT Højgaard",By & Havn,Copenhagen,Development,,,,,,-,"13,700",-,"Nrep and MT Højgaard have acquired building plot 3.07 on Trælastholmen in Copenhagen's Nordhavn from By & Havn. The partners plan to develop a 13,700 sqm office building. Completion is expected in early 2028",,,,,,Nrep og MT Højgaard opfører københavnerkontor,,,,,,
,Denmark,2025-06-25,Nrep,Nuveen Real Estate,Copenhagen,Residential,,,,,,-,-,-,"Nrep has purchased a residential property with 390 units at Islands Brygge in Copenhagen. Price is undisclosed, but the property had an underlying value of DKK 750M in 2023. The apartments have an average size of 36 sqm and are aimed at young residents.",,,,,,Nrep føjer 390 københavnske boliger til fond i ny trecifret millionhandel,,,,,,
,Denmark,2025-06-25,Pensam,"AG Gruppen, Alma Property Partners",Albertslund,Residential,,,,,,-,"15,600",-,"AG Gruppen and Alma Property Partners are selling the housing project in Smedekær in Glostrup, Albertslund. The project consists of 200 rental homes. Exact transaction price was not disclosed, but it was over half a billion.",,,,,,Pensam køber igen trecifret antal boliger af udviklerduo,,,,,,
,Denmark,2025-06-25,Slättö,Commercial Real Estate Denmark,Copenhagen,Public use,,,,,,193,"7,000","27,500","Slättö has acquired a former police headquarters in Vesterbo, Copenhagen. The property will be transformed into a 169-room apartment hotel under a long-term lease with hotel operator Bob W. The renovation will start Q1 2026.",,,,,,Slättö köper polishus och bygger om till Bob W-hotell,,,,,,
,Denmark,2025-06-24,VGP Danmark,Odense Kommune,Odense,Land,,,,,,-,"340,000",-,"Odense Kommune has sold 340,000 sqm of commercial land to VGP Danmark, marking one of the city's largest land deals. The site will be developed into over 100,000 sqm of logistics and industrial buildings.",,,,,,Odense Kommune sælger rekordstor grund til international udvikler,,,,,,
,Denmark,2025-06-24,"Akademikerpension, Nrep",MP Ejendomme II,Copenhagen,Residential,,,,,,-,-,-,"Nrep and Akademikerpension have formed a joint venture to develop residential and commercial properties in Østerbro, Copenhagen. The area is currently owned by MP Ejendomme II, which Akademikerpension founded in 2019. The project will include around 450 homes.",,,,,,Pensionsinvestor og Nrep kaster sig over fælles københavnerprojekt,,,,,,
,Denmark,2025-06-20,Slate Asset Management,Nrep,Various,Retail,,,,,,"1,200",-,-,Nrep is in the process of selling a portfolio consisting of retail properties to Slate Asset Management. This would mark Slate's first investment in Denmark. The book value of the properties exceeds DKK 1.2B by the end of 2024.,,,,,,Ny milliardhandel på vej: Nrep sælger centerportefølje til canadisk investor,,,,,,
,Denmark,2025-06-19,Boligforeningen AAB,Jemidan,Copenhagen,Industrial,,,,,,-,-,-,"Boligforeningen AAB has acquired a former radio and TV factory in Vanløse, Copenhagen, from Jemidan. The site will be transformed into housing units: 24 youth homes, 42 family units in preserved buildings, and 17 new-build family units. The project is supported by a DKK 55M government grant and is set to begin in 2027, with completion expected by summer 2029.",,,,,,Radio- og tv-fabrik forvandles til boliger,,,,,,
,Denmark,2025-06-17,"Nrep, AG Gruppen",FL Smidth,Copenhagen,Office,,,,,,730,-,-,"FL Smidth has entered into an agreement to sell its head office in Valby, Copenhagen to Nrep and AG Gruppen. The buyers have plans to renovate and upgrade a large part to modern offices, and they will build c. 55,000 sqm of housing. ",,,,,,Nrep og AG Gruppen køber F.L. Smidth-hovedkvarter for over 700 mio. kr.,,,,,,
,Denmark,2025-06-11,Ejendomsselskabet Bülow,-,Odense,Retail,,,,,,-,"3,330",-,"Ejendomsselskabet Bülow has acquired Dalumcenteret, a 3,330 sqm retail centre in the Dalum district of Odense, which includes tenants like Kvickly, Matas, and Normal. The deal marks a change of ownership after 18 years. The new owner plans to invest DKK 55–60M in renovations. ",,,,,,Fynsk butikscenter solgt til nyetableret ejendomsselskab,,,,,,
,Denmark,2025-06-10,Novo Holdings,Danica Ejendomme,Gentofte,Land,,,,,,575,"16,900","34,024","Novo Holdings has acquired a 54,000 sqm undeveloped land in Hellerup from Danica Ejendomme. The transaction was agreed in 2023 but finalised in June 2025 after zoning approvals. The site will be used to develop a new 16,900 sqm head office.",,,,,,Novo-pengetank kaster over en halv milliard efter byggegrund til nyt domicil,,,,,,
,Denmark,2025-06-05,Cibus,Private investor,Jutland,Retail ,,,,,,31,"1,300","23,531","Cibus has signed the acquisition of a Netto store in Horsens, Jutland, at an underlying property value of EUR 4.1M. The property is fully leased to Netto on a new 10-year lease agreement.",,,,,,"Cibus acquires two assets in the Netherlands and Denmark, divests two assets in Belgium, recruits a Head of Sustainability and an Investment Manager, and updates on lockup",,,,,,
,Denmark,2025-06-03,Nrep,Castellum,Høje Taastrup,Logistics,,,,,,-,"37,000",-,"Nrep is taking over a commercial property in Høje Taastrup in the western part of the capital from Castellum. This is done with the aim of developing a 37,000 sqm logistics centre.",Initial asking price was 100M,,,,,Nrep kaster sig ud i næsten 40.000 kvm stort logistikprojekt ved København,,,,,,
,Denmark,2025-06-02,AKF,Harry Steffensen,Glostrup,Land,,,,,,120,"50,000","2,400","A 50,000 sqm plot of land, formerly a greenhouse site, has been acquired by AKF. Nordstern had held a conditional purchase agreement since 2021 to develop up to 400 homes but chose not to exercise its preemptive right due to unmet development conditions. AKF's plans for the site remain undisclosed.",,,,,,Nordstern skrinlægger udviklings­projekt med op mod 400 boliger,,,,,,
,Denmark,2025-05-28,Catena,PFA Ejendomme,Brøndby,Logistics,,,,,,285,"25,700","11,089",Catena is taking over a logistics property in Brøndby from PFA Ejendomme. The property is used for package delivery and is currently leased to Postnord. ,,,,,,Svenskere køber københavnsk logistik for over kvart milliard,,,,,,
,Denmark,2025-05-27,Thylander,-,Esbjerg,Data centre,,,,,,"10,000",-,-,"Thylander, in collaboration with Copenhagen Infrastructure Partners, plans to develop one of Denmark’s largest data centers in Esbjerg. They plan to have a capacity of 10-20 MW in the first phase, which alone could result in an investment of over DKK 1B. The center, expected to launch in 2026, could expand to a total capacity of 200 MW, bringing total investments to over DKK 10B.",,,,,,Thylander vil skyde op mod 10 mia. kr. i datacenter,,,,,,
,Denmark,2025-05-22,"AKF, Sampension, Comwell Hotels",,Odense,Hotel,,,,,,200-240,"9,000",-,"AFK, Sampension and Comwell Hotels are purchasing a hotel property together for the second time. The property is 9,000 sqm and is currently operated by Comwell Hotels, and will continue to be operated by Comwell in the future. Purchase price is estimated to be between DKK 200M and DKK 240M. ",,,,,,Investortrio køber central hotelejendom i Odense for over 200 mio. kr.,,,,,,
,Denmark,2025-05-19,Kanam Grund,AP Ejendomme,Copenhagen,Office,,,,,,"2,000","75,500","26,490","Kanam Grund has acquired 50% ownership of the Svanemølleholm office project in Nordhavn from AP Ejendomme. The transaction involves a newly built office complex housing AP Pension and Nykredit, totaling 75,500 sqm.",,,,,,Pensionsinvestor sælger nyopført domicil for over 2 milliarder,,,,,,
,Denmark,2025-05-16,Greystar,Nrep,Copenhagen,Residential,,,,,,"2,611","60,000","43,517","Greystar has acquired Nrep’s Umeus portfolio of 1,758 student apartments across four properties in Copenhagen, marking Greystar’s first investment Denmark. The portfolio spans 60,000 sqm and was reportedly sold for approximately EUR 350M, with Greystar set to operate the units under its Canvas brand.",,,,,"Deloitte, CBRE",Nrep sælger knap 2000 boliger i København,,,,,,
