1,2,3,4,5,6,7,8,9,10,11,,,,,,,
,Finland,2022-07-06,Stendörren,Lokal investor,Helsinki,Industrial,7,"6,591","1,047",Portfolio of three industrial properties which becomes Stendörren's first aquisition in Finland,,,,,,,
,Finland,2022-07-05,Evli,NREP,Helsinki,Office,n.a.,"9,700",n.a.,"An office property with excellent location, visible in the immediate vicinity of the upcoming Jokeri Light Rail line stop close to the Haaga traffic circle.",,,Catella,,,,
,Finland,2022-07-01,Kesko,Elite Finland Value Added Fund II Ky,"Tammerfors, Vasa and Nyslott",Retail,17,"5,000","3,400","Portfolio of three properties, Kesko is the tenant",,,,,,,
,Finland,2022-07-01,Serena Properties (JV betw. Balder and Redito),Ingka Centers,Tammerfors,Retail and building rights,n.a.,"28,400",n.a.,"Property consisting of 8,400 sqm retail building let to k-rauta and building rights for 20,000 sgm retail premisses.  ",,,,,,,
,Finland,2022-06-29,IceCapital Housing Fund VI Ky,Bonava,Espoo,Residential,n.a.,n.a.,n.a.,123 rental apartments. The first apartments in this phase are expected to be completed in Q3-2024,,,,,,,
,Finland,2022-06-28,Kojamo,Varte Oy,Helsinki and Vantaa,Residential,n.a.,n.a.,n.a.,"141 apartments in  Töölö, Helsinki and Pähkinärinne, Vantaa",,,,,,,
,Finland,2022-06-28,Sirius,Hartela,Helsinki,Residential,55,n.a.,n.a.,Seven residential properties including 261 apartments in Helsinki. The properties are under construction with expected completion in 2023 and 2024,,,,,,,
,Finland,2022-06-23,Kojamo,NREP,"Helsinki, Turku and Jyväskylä",Residential,n.a.,"32,000",n.a.,A portfolio of 13 residential assets including 942 apartments. The assets have been developed by NREP during 2017-2021 and all buildings are BREEAM certified,,,JLL,,,,
,Finland,2022-06-22,Toivo Group,n.a.,Helsinki,"Residential, development",n.a.,"3,700",n.a.,Residential project of c. 80 apartments. Expected completion at the end of 2023 / beginning of 2024,,,,,,,
,Finland,2022-06-22,Capman,AVIA Real Estate Oy,Turku,Logistics,n.a.,n.a.,n.a.,"Airside logistics and last mile asset located at Turku Airport. The main tenants are TNT, FedEx and DHL Express",,,JLL,,,,
,Finland,2022-06-22,JM,Nokia Oyj,Nokia,"Residential, Development",n.a.,n.a.,n.a.,"JM plans to develop 1,500 residential units in the Sahanranta area (close to Tampere)",,,,,,,
,Finland,2022-06-21,Union Investment Real Estate,SRV,Helsinki,"Office, development",58,"6,036","9,609","Forward funding of a seven-storey office building project, scheduled for completion by June 2024. The building is expected to achieve LEED Platinum certification and is already fully let on a ten-year lease to IT security firm WithSecure",,,,,,,
,Finland,2022-06-16,Hyperco,n.a.,Helsinki,Data center,35,"16,900","2,071","Data center located in the Helsinki Metropolitan Area with two long-term tenants and potential for a 6,500 m2 extension. NREP and Varma, one of Finland’s largest pension funds are the investors behind Hyperco.",,,,,,,
,Finland,2022-06-16,EQ and Taaleri,Bonava,Tammerfors & Turku,Residential,27,n.a.,n.a.,"76 rental apartments located in Turku are sold to Taaleri, while 61 rental apartments located in Tampere and sold to EQ.",,,,,,,
,Finland,2022-06-13,Local Tapiola,Elite Finland Value Added Fund II ,See comments,Retail,50,"30,000","1,667","17 grocery properties  located e.g. in the Tampere, Turku, Jyväskylä, Oulu, Kuopio and Lahti regions. The anchor tenant in the portfolio is Kesko and the second largest tenant is Tokmanni.",,,JLL,,,,
,Finland,2022-05-27,Capman,Goldman Sachs Asset Management and Cromwell Property Group,Helsinki,Office,n.a.,"35,000",n.a.,The portfolio consist of four office properties located in vibrant and accessible mid-town office areas of Helsinki,,,,,,,
,Finland,2022-05-13,Asuntoyhtymä,Pohjola Rakennus,Tampere,"Residential, Development",~10,n.a.,n.a.,"One built-to-rent residential asset with 44 apartments in Lamminpää, Tampere. The property will be completed in autumn 2023. Price is an estimate",,,,,,,
,Finland,2022-05-13,NREP,Genesta,Helsinki,Office,n.a.,"10,100",n.a.,Genesta acquired the property in December 2015. The property has undergone extensive refurbishments during Genesta’s holding period. Nearly fully leased ,,,,,,,
,Finland,2022-05-12,NREP,Genestafond,Helsinki,Office,n.a.,"10,100",n.a.,The building was acquired in December 2015 and has since undergone extensive renovation. Nordanö and Aance were advistors to Genesta in the transaction,,,,,,,
,Finland,2022-05-12,Taaleri,Bonava,Turku,"Residential, Development",~15,n.a.,n.a.,76 rental apartments under construction. Price is an estimate,,,,,,,
,Finland,2022-05-12,Luotsi Capital,Pohjola Rakennus,"Oulu, Espoo","Residential, Development",~22,n.a.,n.a.,Two built-to-rent residential assets in Oulu (city centre) and Espoo (Kiviruukki). Oulu asset has in total 60 apartments and Espoo asset 46 apartments. Price is an estimate,,,,,,,
,Finland,2022-05-11,eQ,FH Invest,"Olari, Espoo","Residential, Development",~17,n.a.,n.a.,69 studio and one-bedroom apartments. The property will be completed in autumn 2023. Price is an estimate,,,,,,,
,Finland,2022-05-06,Slättö,Peab,Vantaa and Turku,"Residential, Development",n.a.,n.a.,n.a.,"Through the transaction, Slättö makes its first residential investment in Finland. The joint venture will be owned to equal parts by Slättö Core Plus and Peab and the parties have an ambition to grow the portfolio, focusing on larger cities in Finland. Two housing projects, consisting of 178 apartments. ",,,,,,,
,Finland,2022-04-28,n.a.,SBB,n.a.,n.a.,n.a.,n.a.,n.a.,Part of a 2.5 SEKb Nordic divestiture ,,,,,,,
,Finland,2022-04-27,Sagax,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"Sagax has through 13 separate transactions acquired 80 properties for the equivalent of SEK 1,285 million. The acquisitions will be reported in Sagax’s segments France (SEK 962 million), Finland (SEK 179 million), Sweden (SEK 71 million), Spain (SEK 63 million) and the Netherlands (SEK 10 million)",,,,,,,
,Finland,2022-04-25,Nyfosa,M7 & SBB,"Helsinki region, Tampere (+)",Commercial,137,"99,900","1,371",,,,,,,,
,Finland,2022-04-25,Heimstaden,Sato,"Uleåborg, Lahtis, Jyväskylä",Residential and commercial,n.a.,"109,068",n.a.,64 properties with 2009 apartments and 30 commercial premises. Catella as sell-side advisor,,,,,,,
,Finland,2022-04-07,Nokia,YIT,Oulu,Multi-use,n.a.,"50,000",n.a.,"YIT will build new facilities with office, laboratory and production premises. Price not disclosed",,,,,,,
,Finland,2022-04-07,KanAm,Genesta,Helsiniki,Office,n.a.,"7,600",n.a.,The area is a preferred office location for several law firms and is home to multiple larger corporate headquarters. In 2020 the property was anchored by a top tier law firm occupying approximately 70 percent of the building.,,,,,,,
,Finland,2022-03-25,Kinland,Taaleri Private Equity (+),Various,Social,36.5,n.a.,n.a.,"The 13 properties include eleven preschool units, one elderly care property and one psychiatric care unit.",,,,,,,
,Finland,2022-03-22,Keva,Stockmann,Helsinki,Retail,400,"51,500","7,767",Sale-leasback. Fully let department store in downtown Helsinki,,,,,,,
,Finland,2022-03-18,SBB,n.a.,"Helsinki, Espoo, Vantaa (+)","Residential, elderly homes",17,"5,100","3,333",5 properties,,,,,,,
,Finland,2022-03-17,Orange Capital Partners & GIC Singapore,"Morgan Stanley, Premico & RIM",Helsinki (+),Residential,336,"112,800","2,979","37 properties, 1,900 apartment. Price is an estimate by FV",,,,,,,
,Finland,2022-03-01,Kinland,n.a.,Various,Social Estates,n.a.,"8,000",n.a.,Seven daycare and two care home properties providing capacity to 784 customers,,,,,,,
,Finland,2022-02-17,Nyfosa,Partners Group,Diverse,Diverse,200,"222,000",901,,,,,,,,
,Finland,2022-02-17,Revcap,Trevian,Helsinki,Office,n.a.,"15,000",n.a.,Two seven-story interconnected buildings,,,,,,,
,Finland,2/14/2022,Areim,Valio Pension Fund,Helsinki,Office,n.a.,"6,000",n.a.,Refurbishment is planned,,,,,,,
,Finland,2/3/2022,EQ Community Properties Fund,S-Bank,Tampere,Social Estates,n.a.,"5,000",n.a.,Mainly in special medical care use with Pirkanmaa Hospital District as anchor tenant.,,,,,,,
,Finland,2/2/2022,Sagax,n.a.,Helsinki,Industrial,17.6,n.a.,n.a.,n.a.,,,,,,,
,Finland,2/1/2022,Bonava,Sirius Capital,Helsinki,Residental,16,n.a.,n.a.,53 rental apartments,,,,,,,
,Finland,1/26/2022,M2-Kodit,n.a.,"Espoo, Tampere",Development,n.a.,n.a.,n.a.,151 rental apartments,,,,,,,
,Finland,1/25/2022,SRV,n.a.,Uusikaupunki,"Development, Education",59.7,22500,2653,"Construction begins in January 2022 with demolition and earthworks, and the project will be completed by February 2025.",,,,,,,
,Finland,1/14/2022,LocalTapiola,Espoo Hospital,Espoo,Social Estates,295,n.a.,n.a.,"The requirement of the sale was that the new owner must have a local administration in Finland. Ten bids were received, six of which made it to the second round.",,,,,,,
,Finland,1/11/2022,Nyfosa,Lapti,Kuopio,"Residential, Development",11.9,4500,2644," To date, approximately 76 percent of the area is leased with an average remaining contract period of 9.4 years and a contract structure where the tenants bear most of the running costs. The property will be certified according to LEED Gold. The property will be accessed upon completion, which is estimated for March/April 2022.",,,,,,,
,Finland,12/30/2021,ICECAPITAL,Bonava,Vantaa,Residential,25,n.a.,n.a.,"35 rental apartments. The first housing units in the projects are expected to be completed and handed over to the customer in the third and first quarters of 2023, respectively.",,,,,,,
,Finland,12/29/2021,ICG,Niam,Helsinki,Office,n.a.,"23,000",n.a.,Thermo Fisher's HQ,,,,,,,
,Finland,12/23/2021,Patrizia,SRV,Helsinki,Residential,101,"10,112",9988," The modern for rent apartments, which comprise a mix of one, two and three bedrooms, are seeing strong demand from potential tenants, especially families and young professionals.",,,,,,,
,Finland,12/21/2021,Skanksa,n.a.,Helsinki,"Residential, Development",22,n.a.,n.a.,61 apartments. Expected to be completed in Q4 2023,,,,,,,
,Finland,12/20/2021,Abrdn,NCC,Helsinki,"Office, Development",77,"8,500",9059,NCC has developed the Fredriksberg office project in four phases where the first three buildings are already completed and sold. Fredriksberg D is expected to be completed in summer 2022. 98% let,,,,,,,
,Finland,12/15/2021,Aktiivitilat,n.a.,Vantaa,Industrial,n.a.,"6,052",n.a.,"Industrial and warehouse property in Åby, Vantaa closely located to ring road 3 and the airport",,,,,,,
,Finland,12/14/2021,Slättö,NV,Vantaa,Industrial,n.a.,"20,000",n.a.,"Slättö (Evolv) acquired their first asset outside of Sweden; a logistics and warehouse property combined with retail/showroom premises located in Tammisto, Vantaa. Among the tenants are Warasto Finland, Stadium Outlet and Hobby Hall, the NOI (fully let) is over MEUR 2. The property includes 4,000 sqm unused building rights",,,,,,,
,Finland,12/10/2021,Cofinimmo,FinCap,Kuopio,Social Estates,17,"4,200","4,048","Cofinimmo acquired the company that is currently developing a 75-room (4,200 sqm) nursing and care home in Kuopio. The site is in Maljalahti, a newly-built residential area 1 km from the city center of Kuopio",,,,,,,
,Finland,12/9/2021,Lähitapiola,OP-Henkivakuutus,Tampere,Industrial,n.a.,"14,700",n.a.,Lähitapiola Sijoituskiinteisöt acquired Finland's second largest printing house. The property is in Sarankulma area in Tampere and is leased to Sanoma Manu Oy,,,,,,,
,Finland,12/7/2021,Hoivatilat,Skanska,Tampere,Development,n.a.,n.a.,n.a.,Hoivatilat acquired Valmet's old office/aircraft factory in Tampere and will develop it into service housing and a daycare,,,,,,,
,Finland,12/3/2021,Nyfosa,Private seller/family office,Oulu (+),Industrial (+),29,"27,000","1,061","Two properties in Oulu and Tampere with a total rental value is MEUR 3. The property in Oulu is a mixed-use property of 18,000 sqm with a diversified tenant base (price: MEUR 15.05). The property in Tampere is a fully let 9,000 sqm industrial property sold for MEUR 13.6",,,,,,,
,Finland,12/1/2021,United Bankers,Alma Property Partners,Oulu,Retail,n.a.,"24,000",n.a.,UB Nordic Property Fund acquired Ideapark Oulu Shopping Center from Alma. The shopping center is fully let and has performed strongly during the past 18 months with records in both sales and visitors,,,,,,,
,Finland,11/25/2021,Nyfosa Finland,n.a.,Jyväskylä (+),Office (+),75.9,"67,000","1,133","Properties in Jyväskylä, Lappeenranta and Kuopio acquired to a total value of MEUR 75.9 with a rental value of MEUR 9.9. The portfolio in Jyväskylä and Lappeenranta includes six properties (46,000 sqm) mainly consisting of offices. The property in Kuopio is a mixed-use property of 21,000 sqm ",,,,,,,
,Finland,11/18/2021,Cibus Nordic Real Estate,n.a.,Espoo,Retail,6.8,"2,900","2,345",A grocery store acquired from a Finnish instituational investor. The property is fully let to S Group with a long-term lease agreement,,,,,,,
,Finland,11/17/2021,Altaal,Niam,Helsinki,Office,n.a.,"18,500",n.a.,"Office building in Pitäjänmäki, in north-western Helsinki. The building is to be transformed into a green hybrid office building",,,,,,,
,Finland,11/16/2021,NREP,Senaatti Properties,Espoo,Development,8.55,"24,350",n.a.,"Plot of land in Otaniemi, Espoo. Building rights for 24,350 sqm hotel or apartment hotels. The zoning plan is also allowing for office and retail operations",,,,,,,
,Finland,11/11/2021,Nordika / Avant Asset Management,IBM Finland,Helsinki,Mix-use,n.a.,"34,000",n.a.,"A mix-use multi-tenant asset (known as IBM's office) in Munkkiniemi, Helsinki. The largest tenants are currently Senaatti and City of Helsinki",,,,,,,
,Finland,11/9/2021,Hemsö,LUT University,Lappeenranta,Education,n.a.,"5,800",n.a.,Hemsö has acquired a property located at LUT University's campus area. The seller is LUT University and Vocational Education Support Foundation and LUT has signed a 15 year long lease contract,,,,,,,
,Finland,11/9/2021,VVT Property Fund II Ky,SRV,Lieto,Development,n.a.,"14,000",n.a.,"VVT Property Fund has acquired a logistics center to be built in Lieto, east of Turku. This is the fund's first acquisition. The project is expected to be ready in beginning of 2023",,,,,,,
,Finland,2021-11-02,Sagax,Majalis Oy (+),Oulu (+),"Office, Industrial",58,"40,500","1,432","Sagax has acquired 10 properties through two separate transactions. A portfolio of 9 office properties, sold by Majalis Oy, located in Oulu, Rovaniemi, Kokkola and Ylivieska with a total area of 35,000 sqm. The other acquisition was an industrial property in Pirkkala (3,940 sqm) and was sold by a private investor",,,,,,,
,Finland,2021-11-02,Sagax,Majalis Oy,Oulu (+),Office,47,"35,000","1,343","Sagax has acquired a portfolio of 9 properties, 6 of them located in Oulu, and the three remaining in Rovaniemi, Kokkola and Ylivieska",,,,,,,
,Finland,2021-11-02,Julius Tallberg-Kiinteistöt,Sagax,Hyvinkää & Nurmijärvi,Industrial,n.a.,"9,680",n.a.,"Two industrial and warehouse properties, located in Hyvinkää's and Nurmijärvi's industrial areas. The first one with a lettable area of 6,795 sqm and the other one with an area of 2,885 sqm ",,,,,,,
,Finland,2021-11-01,Areim,Assai Commercial,Helsinki,Office,n.a.,"7,000",n.a.,Multi-tenant office and retail building next to Sörnäinen metro station in the eastern inner city of Helsinki. The property has been extensively refurbished in 2019-2020,,,,,,,
,Finland,10/28/2021,NREP,Citycon,Helsinki,Retail,106,"22,000","4,827",NREP acquires retail centre Columbus in Vuosaari in eastern parts of Helsinki. The purchase price of 106.2 MEUR corresponds to Q3/2021  valuation and is appr. 10 MEUR above Q4/2020 valuation,,,,,,,
,Finland,10/27/2021,Altaal,Schroders,Espoo,Office,n.a.,"7,200",n.a.,Schroder's Nordic Real Estate fund has sold an office property in Tapiola in Espoo located close to the metro station. The property is made of wood and consists of a garage and four floors of office premises,,,,,,,
,Finland,10/26/2021,Cofinimmo,FinCap,Helsinki,"Social estates, Development",19,"3,900","4,872","Cofinimmo has acquired FinCap and its care home project that is expected to be ready in 2023 in Vuosaari, Helsinki. The project has been pre-leased to Attendo",,,,,,,
,Finland,10/26/2021,LähiTapiola,Jatke Oy,Tuusula,"Logistics, Development",n.a.,"17,000",n.a.,"LähiTapiola has bought a logistics property to be built in the Jussla business area in Tuusula, north of Helsinki. The building will be leased out to Logitri. This is the already the fifth logistics center in the same area to be built for Logitri",,,,,,,
,Finland,10/21/2021,Varma,City of Helsinki,Helsinki,Development,17.1,n.a.,n.a.,"City of Helsinki has decided to sell the plot Katajanokanlaituri 4 to its current tenant Varma for 17.1 mEUR. Varma will start the construction of 6,800 sqm office and 8,200 sqm hotel on the plot at the end of the year and it is expected to be ready in 2024",,,,,,,
,Finland,10/12/2021,EQ Community Properties Fund,City of Jyväskylä,Jyväskylä,Social estates,141,"55,000","2,564","Three educational properties and three fire station properties. The educational properties are located in the Jyväskylä city centre, and the fire stations in Ristonmaa, Seppälä and Vaajakoski. The total lettable area is 55,000 sqm and the properties are leased with long lease agreements",,,,,,,
,Finland,10/11/2021,Aktiivitilat,n.a.,Helsinki,Industrial,n.a.,"3,125",n.a.,Aktiivitilat has bought an industrial property in eastern parts of Helsinki in Herttoniemi. The property is rented out to 10 different tenants. This is Aktiivitilat's second acquisition in eastern Helsinki,,,,,,,
,Finland,10/8/2021,Avain Yhtiöt Oy,Senaatti kiinteistöt,Helsinki,Development,n.a.,"7,500",n.a.,"Building rights of 7,500 sqm in the central parts of Pasila, Helsinki. The building will primarily consist of special housing and to some extent retail, office and other services",,,,,,,
,Finland,10/5/2021,EQ Commercial Properties Fund,Lehto Group,Vantaa,"Retail, Social estates",n.a.,"12,000",n.a.,"Lehto Group began the construction of a service center in Kivistö, Vantaa in June 2021. EQ Properties Fund has now acquired this project. Lidl and S-market will be anchor tenants, together with City of Vantaa (health care center, library and youth center)",,,,,,,
,Finland,2021-09-20,Auratum,Turun kauppaopetussäätiö,Turku,Development,n.a.,"3,385",n.a.,Old educational property converted to 160 residential apartments,,,,,,,
,Finland,2021-09-15,Aktiivitilat,n.a.,Vantaa,Industrial,n.a.,"3,385",n.a.,Industrial property next to the ring road 3,,,,,,,
,Finland,2021-09-13,Oulun rakennusteho & Temotek Oy,SYK,Rovaniemi,Development,n.a.,"10,000",n.a.,"Old university building converted to residential. Building right up to 10,000 sqm",,,,,,,
,Finland,2021-09-08,LocalTapiola,Private,Oulu,office and laboratory,n.a.,"7,000",n.a.,Fully leased premises with Oulu municipality and university as tenants,,,,,,,
,Finland,2021-09-02,International investor,YIT,Vantaa,Logistics,n.a.,"15,000",n.a.,"Forward purchase, property will be completed in autumn 2022",,,,,,,
,Finland,2021-08-31,Nordea Life,Pharmacy pensionfund (+),Helsinki,Residential project,n.a.,n.a.,n.a.,Residential building with 170 apatments,,,,,,,
,Finland,2021-08-30,UB Suomi kiinteistöt,Joensuun Jokiportti,Joensuu,Office building,4,"3,732","1,099",Office building,,,,,,,
,Finland,2021-08-30,S-Pankki,Pohjola rakennus,Tampere & Nokia,Residential project,n.a.,"7,000",n.a.,Residential project consisting 161 apartments,,,,,,,
,Finland,2021-08-26,Logicenters,n.a.,Nurmijärvi,Logistics,n.a.,"51,000",n.a.,"51,000 sqm plot for a 29,000 sqm logistics property planned to be built until the end of 2022.",,,,,,,
,Finland,2021-08-26,Oulun moniasunnot,Pohjola rakennus,Oulu,Residential project,n.a.,"2,300",n.a.,Residential project consisting of 54 apartments in Oulu,,,,,,,Onvest divests two business premises in the Helsinki metropolitan area
,Finland,2021-08-16,EQ,Pohjola,Helsinki (+),Residential,71,"12,664","5,606","Forward purchase of 301 rental apartments located in Espoo, Tampere and Helsinki",,,,,,,Niam köper hotell- och bostadsfastighet av Ylva
,Finland,2021-08-04,NREP,Cobbleyard,Helsinki,Office,n.a.,"13,500",n.a.,Brick building originally built in 1923 offering modern premises. Tenants mostly tech companies,,,,,,,Veritas sells land in Vantaa's Aviapolis to Avain Yhtiö
,Finland,2021-07-20,Heimstaden,n.a.,Helsinki,Residential,21,"7,973","2,633",242 apartments in Helsinki. The properties are located close to a metro station in Herttoniemi,,,,,,,Senaatti myy Kuopion kasarmikorttelin paikallisille yrittäjille
,Finland,2021-07-12,n.a.,Cromwell,Multiple,Industrial,12,"20,000",580,"4 industrial assets in Helsinki, Espoo,  Tampere and Oulu",,,,,,,Norwegian investor divests its portfolio of three retail properties in Finland
,Finland,2021-07-08,Quadoro,YIT,Järvenpää,Office,32,"6,500","4,923","Office part of the Bulevardikortteli block located at Mannilantie 30 in Järvenpää. The construction of Bulevardikortteli began in the spring of 2021, and will be completed in phases. The offices will be completed in October 2022, and the entire block is estimated to be completed in 2025. The largest tenants are OP Uusimaa and the city of Järvenpää.",,,,,,,"Sponda myy Helsingin kaupungille toimistokiinteistön 1,9 miljoonalla eurolla"
,Finland,2021-07-08,Morgan Stanley,Finnish Lifelong Learning Foundation,Helsinki,Office,n.a.,"2,955",n.a.,"Located at Cygnaeuksenkatu 4 in Töölö, Helsinki. Constructed in 1913. In late 2020, the main tenant of the building ended its operation, which was the final trigger for the foundation to initiate the sales process of the property. Premico will manage the new acquisition.",,,,,,,CBRE IM sells Skanssi shopping center to Swiss Life fund
,Finland,2021-07-07,Quadoro,Eke - Rakennus,Espoo,Office,n.a.,"4,200",n.a.,Leed certified office building completed in 2021 in Espoo. Located next to länsiväylä main road near Shopping center Iso Omena and metro.,,,,,,,Ovaro sells three buildings in the Kukkula area of ​​Jyväskylä
,Finland,2021-07-06,eQ,Schroders,Helsinki,Office,n.a.,"9,070",n.a.,"Located at Paciuksenkatu 25 in Meilahti, Helsinki. The property is next to the hospital area in Helsinki and the largest tenant is HUS (Hospital district of Helsinki).",,,,,,,VVT ostaa noin 10 000 neliön laajuisen liikekiinteistön Vantaan Tammistosta
,Finland,2021-06-30,Kojamo,Newil & Bau / Samla,Helsinki,Residential,n.a.,n.a.,n.a.,"Residential development located in Lehtisaari, Helsinki. The property contains two separate four-storey residential buildings, and 54 new apartments include studios, one bedroom apartments as well as compact two bedroom apartments. The construction will begin in July 2021, and the apartments are expected to be completed in January 2023.",,,,,,,
,Finland,2021-06-30,Sirius,YIT,n.a.,Residential,170,n.a.,n.a.,Forward contract of 13 residential buildings consisting of 700 apartments. The apartments will be completed during 2022-2023,,,,,,,
,Finland,2021-06-16,Idän Liikenteenvälitys IL / MMK Kuljetus,Pontos,Lappeenranta,Logistics,n.a.,n.a.,n.a.,Three logistics properties in Lappeenranta. The sold properties were part of ReLog portfolio that Pontos aqcuired from NREP in 2019. ,,,,,,,
,Finland,2021-06-08,Barings,NRP,Hyvinkää,Warehouse,86,"40,000","2,150","A logistics facility with circa 170,000 sqm of outdoor dispatching and storage space, which is fully let to Onninen, Finland’s market leader in technical wholesale services, which uses the assets as their Finnish central warehouse. The site also has over circa 100,000 sqm of unused building rights.",,,,,,,
,Finland,2021-06-02,Trevian,Areim,Helsinki,Office,n.a.,"26,400",n.a.,"Located at Atomitie 5 in Pitäjänmäki, Helsinki. 200m distance from Valimo train station. 62 tenants with anchors being Bombardier Transportation and Sodexo.",,,,,,,"Cibus makes transactions in Sweden, Finland and Belgium"
,Finland,2021-05-31,Julius Tallberg,Variflex Oy,Vantaa,Light industrial,n.a.,"3,409",n.a.,Located at Pyymosantie 4 in the Petikko light industrial area in Vantaa. Built in 1987 and expanded in 1997. Fully let to Masino-Konaflex Oy.,,,,,,,
,Finland,2021-05-31,Kojamo,Suomen Kaupunkikodit Oy,Helsinki / Tampere,Residential,n.a.,n.a.,n.a.,"Two residential developments. The first one is located in Sentenerinkuja 2 in Pohjois-Haaga, Helsinki and will include 119 units with estimated completion in spring 2023. The second one is located in Orivedenkatu 11, Tampere and will include 142 units with estimated completion in spring 2024.",,,,,,,"Contract manufacturer Okartek has sold its premises in Nummenniity, Kaarina."
,Finland,2021-05-25,Julius Tallberg,SRV,Vantaa,Office / Light industrial,n.a.,"5,200",n.a.,"Part B of Pressi Smart Premises located in Vantaankoski, Vantaa. Construction will begin in June with estimated completion in fall 2022. Julius Tallberg already owns the part C of the development",,,,,,,PPI fortsätter förvärva i Finland – köper för 870 mkr
,Finland,2021-05-21,Olo Asunnot,n.a.,Vaasa,Residential,n.a.,n.a.,n.a.,6 apartment buildings comprising 289 units located in Vaasa. The units will stay in rental use and become part of the Olo Asunnot concept,,,,,,,
,Finland,2021-05-06,HOK-Elanto,Tarkala,Helsinki,Retail/Office,n.a.,"4,700",n.a.,"Located in Hietalahti, Helsinki. The anchor tenant is HOK-Elanto, which operates a recently refurbished S-market on the ground floor. Fully-let asset. The sold premises are located on the ground and on the first floor of three housing companies.",,,,,,,
,Finland,2021-04-30,eQ,Nordika,Espoo,Care,n.a.,"6,200",n.a.,"The property is well adapted for the city of Espoo, which uses the property for most care-related activities. Since the acquisition, Nordika has upgraded, modernized and certified the property with BREEAM.",,,,,,,
,Finland,2021-04-22,Areim,Finnish Pharmacist Union / HGK,Helsinki,Office,n.a.,"15,000",n.a.,"Two office buildings, extending from Pieni Roobertinkatu to Ratakatu and Yrjönkatu in central Helsinki. HGK will remain as a minority owner and maintain possession of their sporting facilities which they have owned since the construction of the building in 1928. Areim intends to fully refurbish the buildings during the upcoming years.",,,,,,,
,Finland,2021-04-21,Private investors,Paulo Foundation,Espoo / Vantaa,Care,n.a.,n.a.,n.a.,Two assets in Espoo and Vantaa. The properties consist in total 41 client places. The care properties have been built in 2006-2007 and they are on freehold sites. The tenants in the properties are Mehiläinen and Attendo.,,,,,,,
,Finland,2021-04-20,Private investors,Trevian,Turku / Vantaa,Retail / Office,n.a.,"13,000",n.a.,"Shopping center located in Korso, Vantaa and Turun Asemankeskus office property located near Turku central station. The new owners have plans to extensively develop both assets.",,,,,,,
,Finland,2021-04-19,Valo Investments,Senate Properties,Helsinki,Public-use,7,"3,100","2,300",Hylkysaari island located off the coast of Helsinki. The island is zoned as recreational area open to the public and allows for additional development.,,,,,,,
,Finland,2021-04-14,United Bankers,n.a.,Helsinki,Light industrial / Office,n.a.,"3,180",n.a.,"Located at Mäkelänkatu 56 in Vallila, Helsinki. Currently the property is approximately 81% occupied.",,,,,,,
,Finland,2021-04-09,Redeve,UPM,Jyväskylä,Industrial,n.a.,n.a.,n.a.,"Old plywood factory area located in Säynätsalo, Jyväskylä. ",,,,,,,
,Finland,2021-04-08,Private investor,Varma,Helsinki,Office,n.a.,"10,600",n.a.,"Located at Suolakivenkatu 1 in Herttoniemi, Helsinki. Originally, the building was constructed as headquarters of Rautaruukki but it is currently occupied by multiple office users. Includes a parking garage.",,,,,,,
,Finland,2021-04-07,Real I.S.,RED Concepts,Helsinki,Office,n.a.,"2,300",n.a.,"Located at Dagmarinkatu 6 in Etu-Töölö, Helsinki. The property is let on a long-term lease to Sulake Oy, a developer of video games and digital advertising. Built in 1924, the property was fully renovated by RED Concepts in 2020/2021 for the new tenant Sulake.",,,,,,,
,Finland,2021-03-31,Taaleri,Bonava,Kirkkonummi,Residential,n.a.,n.a.,n.a.,"Two rental housing projects in Kirkkonummi. Kirkkonummen Hehku 1 includes 36 rental apartments and will be state-subsidized ARA-housing, with estimated completion in Q2/2022. Kirkkonummen Hehku 2, comprised of 36 rental apartments, has estimated completion in Q3/2022.",,,,,,,
,Finland,2021-03-31,JHS-Kiinteistöt / Sibvest Oy,Lahden Talot,Lahti / Nastola,Residential,n.a.,n.a.,n.a.,Four assets located in Lahti and Nastola. Built between 1968 and 1993. 112 units in total.,,,,,,,
,Finland,2021-03-30,Elite Alfred Berg,Ilmarinen,Espoo,Retail,8,"3,600","2,200","MotorCenter property located at Sillankorva 15 in Espoonlahti, Espoo. Let to various companies in the automotive industry. Initial yield of 7.9%.",,,,,,,
,Finland,2021-03-24,n.a.,Cromwell,Several,Light industrial,12,"20,000",580,"A portfolio of five multi-tenant light industrial assets located in Helsinki, Espoo, Tampere and Oulu. The properties are currently occupied by 28 tenants, including Bosch Rexroth and Oerlikon Balzers Coating Finland.",,,,,,,
,Finland,2021-03-19,T2H Pirkanmaa,FIM Vuokratontti,Kangasala,Land plot,4,n.a.,n.a.,"Land area of 16,258 sqm. The buyer plans to use the plot for residential development.",,,,,,,
,Finland,2021-03-19,Sulan Tekijät,Urho & Alarik,Vantaa,Light industrial,4,"4,400",940,"Located at Tiilipojanlenkki 4A in Petikko, Vantaa.",,,,,,,
